log_id,user_id,session_id,timestamp,feature_accessed,action
61632,1195,9998,2026-05-28 19:20:54.486797,Tukar Point Xtra,click
61633,1195,2956,2026-05-25 12:51:32.967248,Tukar Point Xtra,click
61634,1195,5477,2026-06-03 20:05:07.194916,Tukar Point Xtra,click
61635,1195,8372,2026-05-09 22:28:24.856624,Tukar Point Xtra,click
61636,1195,3068,2026-06-02 12:56:42.729159,Tukar Point Xtra,click
61637,1195,5372,2026-05-08 21:50:32.931114,Tukar Point Xtra,click
61638,1195,9100,2026-05-21 00:47:50.541687,Tukar Point Xtra,click
61639,1195,8491,2026-05-12 18:21:58.880653,Tukar Point Xtra,click
61640,1195,8669,2026-05-09 13:19:24.761340,Tukar Point Xtra,click
61641,1195,8273,2026-05-15 16:52:33.917663,Tukar Point Xtra,click
61642,1195,5805,2026-05-21 13:00:42.047848,Tukar Point Xtra,click
61643,1195,4334,2026-05-17 11:17:12.930923,Tukar Point Xtra,click
61644,1195,8430,2026-05-17 18:26:41.328569,Tukar Point Xtra,click
61645,1195,3969,2026-05-19 05:11:40.420028,Tukar Point Xtra,click
61646,1195,4556,2026-05-17 21:22:36.059420,Tukar Point Xtra,click
61647,1195,4351,2026-05-31 21:35:51.062724,Tukar Point Xtra,click
61648,1195,9102,2026-05-14 20:11:58.997573,Tukar Point Xtra,click
61649,1195,4069,2026-05-19 08:09:01.388234,Tukar Point Xtra,click
61650,1195,9233,2026-06-03 06:54:58.870832,Tukar Point Xtra,click
61651,1196,8844,2026-05-26 22:05:25.163033,Investment,click
61652,1196,9427,2026-05-23 07:34:19.587383,Investment,click
61653,1196,6543,2026-05-26 02:07:54.907550,Investment,click
61654,1196,8195,2026-05-23 07:48:37.363517,Investment,click
61655,1196,6097,2026-05-13 04:02:24.926277,Investment,click
61656,1196,1906,2026-05-11 05:14:24.482267,Investment,click
61657,1196,9220,2026-05-19 04:58:36.637303,Investment,click
61658,1196,7420,2026-05-14 09:54:35.344732,Investment,click
61659,1196,8917,2026-05-27 18:50:59.613283,Investment,click
61660,1196,2722,2026-06-01 12:57:46.798207,Investment,click
61661,1196,4827,2026-05-12 03:13:16.628117,Investment,click
61662,1196,8471,2026-05-22 23:27:46.189625,Investment,click
61663,1196,1234,2026-05-23 02:57:17.259654,Investment,click
61664,1196,2814,2026-05-22 01:58:10.530005,Investment,click
61665,1196,1342,2026-06-02 11:24:00.212734,Investment,click
61666,1196,1245,2026-05-16 07:24:46.370834,Investment,click
61667,1196,5729,2026-05-26 21:44:23.649101,Investment,click
61668,1196,7093,2026-05-10 05:01:29.881957,Investment,click
61669,1196,6507,2026-05-21 18:11:23.039862,Investment,click
61670,1196,9972,2026-05-19 10:54:01.126863,Investment,click
61671,1196,6429,2026-05-21 02:40:22.926919,Investment,click
61672,1196,5095,2026-05-28 09:56:06.829293,Investment,click
61673,1196,2994,2026-06-01 12:31:58.739568,Investment,click
61674,1196,4208,2026-05-29 10:30:47.253624,Investment,click
61675,1196,2226,2026-06-04 20:54:34.973861,Investment,click
61676,1196,7502,2026-06-02 16:56:39.015816,Insurance,click
61677,1196,3875,2026-05-10 06:35:25.305849,Insurance,click
61678,1196,7649,2026-05-30 00:01:22.855233,Insurance,click
61679,1196,9608,2026-05-28 07:56:43.231477,Insurance,click
61680,1196,1457,2026-05-14 19:46:42.089142,Insurance,click
61681,1196,7168,2026-05-16 18:08:03.677800,Insurance,click
61682,1196,3813,2026-05-17 12:15:25.318805,Insurance,click
61683,1196,6104,2026-05-19 14:13:15.160876,Insurance,click
61684,1196,1804,2026-05-27 22:33:53.006366,Insurance,click
61685,1196,1336,2026-05-31 01:17:56.310040,Insurance,click
61686,1196,4944,2026-05-14 08:19:22.205680,Insurance,click
61687,1196,8719,2026-05-29 19:41:13.328925,Insurance,click
61688,1196,1921,2026-05-28 14:57:00.694357,Insurance,click
61689,1196,2530,2026-05-15 21:55:13.267084,Insurance,click
61690,1196,8579,2026-05-28 20:46:03.483451,Apply Loan,click
61691,1196,3512,2026-05-24 14:50:30.526218,Apply Loan,click
61692,1196,8250,2026-05-24 22:39:46.163960,Apply Loan,click
61693,1196,6686,2026-05-31 21:54:16.976956,Apply Loan,click
61694,1196,5542,2026-05-21 22:17:10.040458,Apply Loan,click
61695,1196,3748,2026-05-29 13:13:41.542596,Apply Loan,click
61696,1196,9891,2026-05-20 08:21:46.221701,Apply Loan,click
61697,1196,9545,2026-05-27 20:50:56.956256,Apply Loan,click
61698,1196,5141,2026-05-31 18:54:17.077126,Apply Loan,click
61699,1196,8864,2026-06-01 10:09:46.651609,Apply Loan,click
61700,1196,3323,2026-05-10 07:48:09.103197,Apply Loan,click
61701,1196,8810,2026-05-18 15:32:23.049099,Apply Loan,click
61702,1196,7664,2026-05-13 20:50:59.654156,Apply Loan,click
61703,1196,5005,2026-06-06 05:45:41.598431,Apply Loan,click
61704,1196,2942,2026-05-27 07:47:26.528406,Apply Loan,click
61705,1197,4911,2026-05-18 18:25:59.710148,Voucher,click
61706,1197,8179,2026-05-12 14:48:39.937625,Voucher,click
61707,1197,1583,2026-05-10 15:01:32.697250,Voucher,click
61708,1197,5480,2026-05-24 22:20:53.155636,Voucher,click
61709,1197,6658,2026-05-11 19:37:32.561421,Voucher,click
61710,1197,8247,2026-06-05 03:47:19.411793,Voucher,click
61711,1197,9919,2026-05-18 18:17:13.773689,Voucher,click
61712,1197,9560,2026-05-19 03:28:33.976615,Voucher,click
61713,1197,4696,2026-05-26 17:52:31.431771,Voucher,click
61714,1197,6438,2026-05-30 02:16:07.245691,Voucher,click
61715,1197,5713,2026-05-18 22:02:44.500934,Voucher,click
61716,1197,1714,2026-05-24 08:38:23.448353,Voucher,click
61717,1197,7013,2026-06-06 10:01:39.839657,Voucher,click
61718,1197,9238,2026-05-09 06:06:46.376107,Voucher,click
61719,1197,8191,2026-05-22 19:11:48.029269,Voucher,click
61720,1197,1466,2026-05-26 05:57:30.286571,Voucher,click
61721,1197,4677,2026-05-28 17:55:42.667110,Voucher,click
61722,1197,6797,2026-05-21 10:08:14.795603,Voucher,click
61723,1197,1033,2026-05-31 02:56:37.597524,Voucher,click
61724,1197,5369,2026-05-08 02:00:23.497893,Voucher,click
61725,1197,6626,2026-05-08 19:22:58.624137,Voucher,click
61726,1197,1876,2026-06-02 00:54:18.238521,Voucher,click
61727,1197,7360,2026-05-25 05:53:40.799685,Voucher,click
61728,1197,6637,2026-06-01 06:25:08.931543,Voucher,click
61729,1197,6874,2026-05-10 12:42:10.787562,Voucher,click
61730,1197,2484,2026-05-09 03:15:48.152531,QRIS,click
61731,1197,1295,2026-05-28 07:31:29.787049,QRIS,click
61732,1197,8519,2026-05-15 20:08:07.107037,QRIS,click
61733,1197,1206,2026-06-06 10:40:35.961292,QRIS,click
61734,1197,2321,2026-05-22 03:33:39.645213,QRIS,click
61735,1197,1667,2026-05-20 04:28:13.155484,QRIS,click
61736,1197,4994,2026-05-31 04:42:09.665855,QRIS,click
61737,1197,9579,2026-05-08 02:42:12.715132,QRIS,click
61738,1197,6560,2026-05-12 02:19:36.728032,QRIS,click
61739,1197,4229,2026-06-06 07:00:28.169341,QRIS,click
61740,1197,3938,2026-06-01 09:51:14.557221,QRIS,click
61741,1197,2396,2026-06-06 09:04:24.650558,QRIS,click
61742,1197,5707,2026-05-23 05:24:27.346625,QRIS,click
61743,1197,1041,2026-06-01 14:15:10.186741,QRIS,click
61744,1197,8672,2026-05-08 09:44:09.378512,QRIS,click
61745,1197,8762,2026-05-20 11:18:04.520121,QRIS,click
61746,1197,7769,2026-05-12 14:56:34.313952,QRIS,click
61747,1197,5532,2026-05-18 20:34:02.237214,QRIS,click
61748,1197,8824,2026-05-19 21:57:28.300604,QRIS,click
61749,1197,8437,2026-05-24 11:10:02.291769,QRIS,click
61750,1197,9511,2026-05-25 14:20:23.679404,QRIS,click
61751,1197,6851,2026-05-08 07:45:20.246070,QRIS,click
61752,1197,4198,2026-05-31 06:34:57.067745,QRIS,click
61753,1197,8162,2026-05-24 15:36:57.491056,QRIS,click
61754,1197,1512,2026-05-23 13:49:38.310159,QRIS,click
61755,1197,3560,2026-05-11 21:40:03.498223,QRIS,click
61756,1197,6823,2026-05-30 14:25:11.121530,QRIS,click
61757,1197,7283,2026-05-07 19:38:23.390295,QRIS,click
61758,1197,8595,2026-05-23 07:13:13.218548,QRIS,click
61759,1197,5859,2026-05-16 09:08:17.490916,QRIS,click
61760,1197,7227,2026-05-09 18:44:01.070230,Tukar Point Xtra,click
61761,1197,6870,2026-05-28 01:52:20.380916,Tukar Point Xtra,click
61762,1197,6595,2026-05-29 21:06:00.497916,Tukar Point Xtra,click
61763,1197,9275,2026-05-08 19:32:52.883401,Tukar Point Xtra,click
61764,1197,7107,2026-06-03 04:22:53.227599,Tukar Point Xtra,click
61765,1197,5229,2026-05-27 00:08:16.361681,Tukar Point Xtra,click
61766,1197,1763,2026-05-13 13:05:14.882770,Tukar Point Xtra,click
61767,1197,5965,2026-06-04 10:15:33.146590,Tukar Point Xtra,click
61768,1197,7628,2026-05-12 19:54:30.776984,Tukar Point Xtra,click
61769,1197,1864,2026-06-04 13:04:22.848967,Tukar Point Xtra,click
61770,1197,8237,2026-05-25 13:41:08.995928,Tukar Point Xtra,click
61771,1197,2959,2026-05-29 18:23:11.324917,Tukar Point Xtra,click
61772,1197,5825,2026-05-14 17:15:51.564272,Tukar Point Xtra,click
61773,1197,2900,2026-05-16 14:40:39.258120,Tukar Point Xtra,click
61774,1197,1927,2026-05-20 15:19:18.661253,Tukar Point Xtra,click
61775,1197,3847,2026-06-05 18:37:46.082991,Tukar Point Xtra,click
61776,1197,1146,2026-05-11 19:34:34.934356,Tukar Point Xtra,click
61777,1197,4165,2026-05-08 03:24:41.489202,Tukar Point Xtra,click
61778,1197,8191,2026-05-30 01:30:37.341559,Tukar Point Xtra,click
61779,1197,5596,2026-05-09 01:12:40.780207,Tukar Point Xtra,click
61780,1197,7107,2026-05-15 07:52:48.246116,Tukar Point Xtra,click
61781,1197,4780,2026-05-11 14:11:43.436605,Tukar Point Xtra,click
61782,1197,1991,2026-05-18 00:10:46.158089,Tukar Point Xtra,click
61783,1197,9779,2026-06-05 16:35:18.723740,Tukar Point Xtra,click
61784,1197,6513,2026-05-12 12:39:52.226682,Tukar Point Xtra,click
61785,1197,1280,2026-05-15 18:00:05.623280,Tukar Point Xtra,click
61786,1197,4492,2026-05-22 10:18:21.967886,Tukar Point Xtra,click
61787,1198,7995,2026-05-21 07:09:35.952749,Investment,click
61788,1198,2091,2026-06-05 02:21:44.701422,Investment,click
61789,1198,2095,2026-05-20 17:40:29.654987,Investment,click
61790,1198,7458,2026-06-01 21:32:17.220280,Investment,click
61791,1198,6637,2026-05-13 15:17:49.465438,Investment,click
61792,1198,4134,2026-05-30 01:59:08.190017,Investment,click
61793,1198,9304,2026-05-25 20:48:19.429137,Investment,click
61794,1198,6818,2026-06-04 11:41:27.986885,Investment,click
61795,1198,4890,2026-05-17 16:41:33.921228,Investment,click
61796,1198,5462,2026-05-08 22:28:13.620308,Investment,click
61797,1198,8905,2026-06-02 20:46:12.429772,Investment,click
61798,1198,1846,2026-05-21 21:40:57.503501,Investment,click
61799,1198,9975,2026-05-27 14:22:29.599051,Investment,click
61800,1198,8570,2026-05-31 06:43:33.416769,Investment,click
61801,1198,4011,2026-05-31 23:52:37.282149,Investment,click
61802,1198,1331,2026-05-12 04:48:21.287156,Investment,click
61803,1198,1887,2026-05-31 08:38:49.649292,Investment,click
61804,1198,8199,2026-05-23 14:42:06.891466,Investment,click
61805,1198,4166,2026-05-09 18:12:49.087507,Insurance,click
61806,1198,1443,2026-05-23 17:29:56.135818,Insurance,click
61807,1198,4158,2026-05-10 11:49:53.457004,Insurance,click
61808,1198,5716,2026-06-04 12:57:16.655082,Insurance,click
61809,1198,1293,2026-05-12 04:53:04.297174,Insurance,click
61810,1198,7603,2026-05-26 06:42:47.738882,Insurance,click
61811,1198,9947,2026-05-31 18:14:41.520322,Insurance,click
61812,1198,5340,2026-06-01 08:39:53.042074,Insurance,click
61813,1198,6590,2026-05-12 17:33:48.928281,Insurance,click
61814,1198,1968,2026-06-05 01:56:25.368917,Insurance,click
61815,1198,3303,2026-05-24 05:36:44.427461,Insurance,click
61816,1198,8439,2026-05-29 08:48:03.132596,Insurance,click
61817,1198,2371,2026-06-01 04:18:48.859011,Insurance,click
61818,1198,3076,2026-05-11 16:07:30.994041,Insurance,click
61819,1198,9999,2026-05-28 21:34:03.871326,Insurance,click
61820,1198,6925,2026-05-31 14:53:31.677954,Insurance,click
61821,1198,3975,2026-05-12 08:31:46.857736,Insurance,click
61822,1198,8058,2026-05-07 16:12:46.058897,Insurance,click
61823,1198,2196,2026-05-26 22:59:26.115199,Insurance,click
61824,1198,5406,2026-05-21 15:20:48.257529,Insurance,click
61825,1198,5164,2026-05-19 09:23:20.557417,Insurance,click
61826,1198,1778,2026-05-22 13:17:54.263557,Insurance,click
61827,1198,6391,2026-05-11 05:33:09.033656,Insurance,click
61828,1198,3949,2026-05-19 16:24:21.177349,Insurance,click
61829,1198,6724,2026-06-01 13:58:24.102900,Apply Loan,click
61830,1198,8490,2026-05-15 06:04:53.794881,Apply Loan,click
61831,1198,9930,2026-05-30 12:55:06.792057,Apply Loan,click
61832,1198,8814,2026-05-18 18:58:26.948024,Apply Loan,click
61833,1198,7336,2026-05-27 12:36:58.432814,Apply Loan,click
61834,1198,3594,2026-05-22 23:12:45.594129,Apply Loan,click
61835,1198,5123,2026-05-29 20:49:16.676229,Apply Loan,click
61836,1198,3950,2026-05-15 22:15:05.580415,Apply Loan,click
61837,1198,9678,2026-05-09 07:57:19.409489,Apply Loan,click
61838,1198,9335,2026-05-26 05:30:16.750359,Apply Loan,click
61839,1198,3823,2026-06-05 13:17:55.564888,Apply Loan,click
61840,1199,4208,2026-05-21 06:40:10.554200,Voucher,click
61841,1199,5685,2026-06-03 23:48:33.927784,Voucher,click
61842,1199,2918,2026-05-15 05:51:30.001400,Voucher,click
61843,1199,3387,2026-05-24 20:20:54.381640,Voucher,click
61844,1199,7270,2026-06-04 04:03:10.972173,Voucher,click
61845,1199,6472,2026-05-24 10:56:43.144820,Voucher,click
61846,1199,1887,2026-06-06 08:43:08.055066,Voucher,click
61847,1199,6259,2026-05-10 18:49:13.121910,Voucher,click
61848,1199,3396,2026-06-02 10:32:11.528937,Voucher,click
61849,1199,6268,2026-06-03 16:16:39.357949,Voucher,click
61850,1199,5084,2026-05-23 17:49:39.094832,Voucher,click
61851,1199,7784,2026-05-23 05:28:00.307542,QRIS,click
61852,1199,4710,2026-05-27 18:50:46.608570,QRIS,click
61853,1199,1582,2026-05-14 05:39:57.932618,QRIS,click
61854,1199,7363,2026-06-03 00:13:04.567036,QRIS,click
61855,1199,8921,2026-05-10 18:56:54.499284,QRIS,click
61856,1199,9033,2026-05-07 23:44:15.684722,QRIS,click
61857,1199,9801,2026-05-21 21:38:11.779785,QRIS,click
61858,1199,4849,2026-05-14 10:30:44.042753,QRIS,click
61859,1199,3942,2026-05-08 17:37:37.175788,QRIS,click
61860,1199,2625,2026-05-11 02:19:03.623754,QRIS,click
61861,1199,9335,2026-05-16 19:55:30.552041,QRIS,click
61862,1199,9137,2026-05-18 23:40:21.728803,QRIS,click
61863,1199,5394,2026-05-07 19:23:11.379161,QRIS,click
61864,1199,7165,2026-05-21 14:04:15.172580,QRIS,click
61865,1199,1618,2026-05-13 16:25:08.032709,QRIS,click
61866,1199,8879,2026-05-27 08:32:00.187500,QRIS,click
61867,1199,2609,2026-06-02 06:05:08.626196,QRIS,click
61868,1199,7646,2026-05-17 00:47:07.717169,QRIS,click
61869,1199,9659,2026-05-17 05:56:28.832743,QRIS,click
61870,1199,4664,2026-06-03 09:04:17.973299,QRIS,click
61871,1199,1022,2026-05-29 00:04:15.448582,QRIS,click
61872,1199,3549,2026-05-22 13:48:02.856449,QRIS,click
61873,1199,8967,2026-05-12 22:02:05.915997,QRIS,click
61874,1199,8270,2026-05-15 05:27:37.072091,QRIS,click
61875,1199,4458,2026-05-10 18:06:11.536931,QRIS,click
61876,1199,9822,2026-05-21 21:24:39.146053,QRIS,click
61877,1199,5987,2026-05-25 14:33:33.107703,QRIS,click
61878,1199,5445,2026-05-18 05:28:17.088150,QRIS,click
61879,1199,3138,2026-05-31 20:21:07.197677,QRIS,click
61880,1199,5469,2026-05-11 04:30:02.336938,QRIS,click
61881,1199,7623,2026-05-23 14:16:31.375933,Tukar Point Xtra,click
61882,1199,4855,2026-06-02 19:36:19.178319,Tukar Point Xtra,click
61883,1199,6086,2026-06-02 22:40:41.129944,Tukar Point Xtra,click
61884,1199,6699,2026-05-17 14:09:18.900835,Tukar Point Xtra,click
61885,1199,4267,2026-06-01 03:00:40.673780,Tukar Point Xtra,click
61886,1199,3127,2026-06-04 15:42:47.429949,Tukar Point Xtra,click
61887,1199,5494,2026-05-08 17:05:09.154876,Tukar Point Xtra,click
61888,1199,5050,2026-05-29 01:47:46.263152,Tukar Point Xtra,click
61889,1199,1646,2026-06-02 01:03:43.285112,Tukar Point Xtra,click
61890,1199,7113,2026-05-15 14:07:53.115793,Tukar Point Xtra,click
61891,1199,9270,2026-05-30 05:51:58.638579,Tukar Point Xtra,click
61892,1199,9527,2026-05-28 13:17:42.420706,Tukar Point Xtra,click
61893,1199,8443,2026-05-19 14:13:05.786740,Tukar Point Xtra,click
61894,1199,5848,2026-06-04 11:08:36.748013,Tukar Point Xtra,click
61895,1199,8765,2026-06-04 10:49:51.468590,Tukar Point Xtra,click
61896,1199,5528,2026-06-03 13:04:57.712449,Tukar Point Xtra,click
61897,1199,9875,2026-05-25 20:29:45.344934,Tukar Point Xtra,click
61898,1199,4758,2026-05-27 01:16:01.575369,Tukar Point Xtra,click
61899,1199,7317,2026-06-03 07:03:48.898053,Tukar Point Xtra,click
61900,1199,5554,2026-05-29 22:32:31.682399,Tukar Point Xtra,click
61901,1199,5447,2026-05-21 23:51:31.886338,Tukar Point Xtra,click
61902,1199,9593,2026-05-07 23:06:26.278167,Tukar Point Xtra,click
61903,1199,3775,2026-05-09 14:38:32.775303,Tukar Point Xtra,click
61904,1199,6058,2026-05-21 22:29:53.704546,Tukar Point Xtra,click
61905,1199,9338,2026-05-21 18:03:53.032186,Tukar Point Xtra,click
61906,1199,7424,2026-05-09 01:49:09.360479,Tukar Point Xtra,click
61907,1200,1545,2026-05-20 01:01:51.383113,Savings,click
61908,1200,8180,2026-05-22 03:11:03.048520,Savings,click
61909,1200,7760,2026-05-31 08:36:03.173974,Savings,click
61910,1200,1517,2026-05-10 11:43:22.953951,Savings,click
61911,1200,3522,2026-05-21 15:43:58.735357,Savings,click
61912,1200,3123,2026-05-22 08:43:46.199645,Savings,click
61913,1200,3416,2026-06-06 01:34:30.118537,Savings,click
61914,1200,8764,2026-05-11 23:12:54.362997,Savings,click
61915,1200,1381,2026-05-18 04:11:07.248481,Savings,click
61916,1200,2237,2026-06-03 20:43:39.470574,Savings,click
61917,1200,9489,2026-05-10 05:02:50.201275,Savings,click
61918,1200,5306,2026-05-09 03:08:09.653217,Savings,click
61919,1200,4928,2026-05-24 15:40:52.486566,Savings,click
61920,1200,3124,2026-06-02 10:46:02.101748,Savings,click
61921,1200,9925,2026-06-04 20:45:31.732417,Savings,click
61922,1200,9352,2026-05-19 04:01:11.294531,Savings,click
61923,1200,7445,2026-05-20 20:32:30.053235,Savings,click
61924,1200,8976,2026-05-18 22:08:55.981344,Savings,click
61925,1200,6067,2026-05-15 19:00:16.405696,Savings,click
61926,1200,9959,2026-05-31 13:51:45.700394,Savings,click
61927,1200,2935,2026-05-30 14:01:08.155916,Savings,click
61928,1200,1772,2026-05-14 16:14:47.113871,Savings,click
61929,1200,5032,2026-05-10 13:40:30.813867,Savings,click
61930,1200,7556,2026-05-18 12:30:01.049829,Savings,click
61931,1200,6048,2026-05-18 04:26:40.229030,Investment,click
61932,1200,6617,2026-05-20 23:57:10.569679,Investment,click
61933,1200,7624,2026-05-20 12:43:53.640910,Investment,click
61934,1200,1860,2026-06-03 13:09:28.643023,Investment,click
61935,1200,3903,2026-05-12 05:44:34.907661,Investment,click
61936,1200,8187,2026-05-08 21:38:05.963872,Investment,click
61937,1200,5038,2026-05-10 14:56:34.226358,Investment,click
61938,1200,3149,2026-05-20 09:32:02.242967,Investment,click
61939,1200,4179,2026-05-08 01:31:43.584277,Investment,click
61940,1200,9987,2026-06-05 18:56:40.480865,Investment,click
61941,1200,9768,2026-05-18 17:11:28.295495,Investment,click
61942,1200,7121,2026-06-05 07:46:40.634428,Investment,click
61943,1200,2930,2026-05-25 13:11:37.231119,Investment,click
61944,1200,6372,2026-06-02 09:29:56.809395,Investment,click
61945,1200,7386,2026-06-02 11:21:55.195621,Investment,click
61946,1200,2930,2026-05-10 09:29:47.626094,Investment,click
61947,1200,9670,2026-05-12 04:30:20.975422,Apply Credit Card,click
61948,1200,3792,2026-06-01 07:52:13.730124,Apply Credit Card,click
61949,1200,6705,2026-05-22 13:19:02.018394,Apply Credit Card,click
61950,1200,1640,2026-05-29 02:47:59.085508,Apply Credit Card,click
61951,1200,7694,2026-05-15 09:51:36.518807,Apply Credit Card,click
61952,1200,6442,2026-05-19 10:26:08.658751,Apply Credit Card,click
61953,1200,3710,2026-05-08 17:43:40.914830,Apply Credit Card,click
61954,1200,6867,2026-05-15 11:00:46.600457,Apply Credit Card,click
61955,1200,9730,2026-05-11 06:10:20.970864,Apply Credit Card,click
61956,1200,3700,2026-06-01 00:28:36.479552,Apply Credit Card,click
61957,1200,9909,2026-05-19 04:33:28.435672,Apply Credit Card,click
61958,1200,8189,2026-05-25 16:58:28.044611,Apply Credit Card,click
61959,1200,3547,2026-05-29 16:06:30.833777,Apply Credit Card,click
61960,1200,5365,2026-05-16 09:48:45.025756,Apply Credit Card,click
61961,1200,2420,2026-05-30 14:34:27.916871,Apply Credit Card,click
61962,1200,3480,2026-05-10 02:16:55.888588,Apply Credit Card,click
61963,1200,3092,2026-05-22 07:59:27.338204,Apply Credit Card,click
61964,1200,8478,2026-05-10 22:00:51.605814,Apply Credit Card,click
61965,1200,5611,2026-06-03 07:12:22.374007,Apply Credit Card,click
61966,1200,7624,2026-05-14 21:05:27.704677,Apply Credit Card,click
61967,1200,9716,2026-06-05 14:41:12.273826,Apply Credit Card,click
61968,1200,4669,2026-05-11 15:26:56.035628,Apply Credit Card,click
61969,1200,2205,2026-06-06 03:22:34.913893,Apply Credit Card,click
61970,1200,4926,2026-05-16 16:00:55.052536,Apply Credit Card,click
61971,1200,3923,2026-06-04 14:40:00.783107,Apply Credit Card,click
61972,1200,9633,2026-05-12 00:02:14.181020,Apply Credit Card,click
61973,1200,5922,2026-05-26 01:47:37.779022,Apply Credit Card,click
61974,1201,4173,2026-05-29 20:53:07.230191,History Transaction,click
61975,1201,9417,2026-05-08 00:53:18.503485,History Transaction,click
61976,1201,2306,2026-05-29 23:58:42.755601,History Transaction,click
61977,1201,6505,2026-05-28 08:46:59.850826,History Transaction,click
61978,1201,7006,2026-05-18 02:27:06.067713,History Transaction,click
61979,1201,6265,2026-05-13 17:31:11.048184,History Transaction,click
61980,1201,8735,2026-06-01 13:42:57.783144,History Transaction,click
61981,1201,3760,2026-05-17 15:57:33.009433,History Transaction,click
61982,1201,8070,2026-05-27 01:15:35.424958,History Transaction,click
61983,1201,6214,2026-05-09 15:46:09.298831,History Transaction,click
61984,1201,1501,2026-05-29 18:26:34.087607,Voucher,click
61985,1201,6547,2026-05-17 03:46:22.472882,Voucher,click
61986,1201,7191,2026-05-13 16:14:33.983849,Voucher,click
61987,1201,1223,2026-05-28 09:57:10.032749,Voucher,click
61988,1201,3259,2026-05-16 12:15:28.922267,Voucher,click
61989,1201,2657,2026-06-01 15:04:05.290578,Voucher,click
61990,1201,6564,2026-05-27 03:03:58.825124,Voucher,click
61991,1201,6494,2026-05-15 22:49:16.011051,Voucher,click
61992,1201,8224,2026-05-27 23:21:01.108354,Voucher,click
61993,1201,9460,2026-06-06 06:57:07.759947,Voucher,click
61994,1201,8642,2026-05-11 14:05:09.524921,Voucher,click
61995,1201,5847,2026-05-21 01:55:16.547588,Voucher,click
61996,1201,4508,2026-05-18 03:25:39.224114,Voucher,click
61997,1201,8002,2026-05-08 13:24:22.270879,Voucher,click
61998,1201,2485,2026-05-11 16:27:27.351236,Voucher,click
61999,1201,7303,2026-05-24 20:31:24.600865,Voucher,click
62000,1201,1959,2026-05-11 13:40:05.013548,Voucher,click
62001,1201,5995,2026-06-05 19:25:53.226827,Voucher,click
62002,1201,4901,2026-05-15 06:00:46.870112,My Schedule,click
62003,1201,3290,2026-05-21 13:29:53.102897,My Schedule,click
62004,1201,6735,2026-05-07 19:56:49.728735,My Schedule,click
62005,1201,6994,2026-05-10 14:36:52.113976,My Schedule,click
62006,1201,6455,2026-05-16 15:48:25.114888,My Schedule,click
62007,1201,1601,2026-06-03 11:52:20.544540,My Schedule,click
62008,1201,2663,2026-05-30 10:34:42.754637,My Schedule,click
62009,1201,4916,2026-06-01 10:40:10.706673,My Schedule,click
62010,1201,9885,2026-06-01 00:21:30.140005,My Schedule,click
62011,1201,2700,2026-05-31 07:14:32.545956,My Schedule,click
62012,1201,7812,2026-06-05 12:13:26.976318,My Schedule,click
62013,1201,6063,2026-05-08 06:41:47.601383,My Schedule,click
62014,1201,3619,2026-05-07 20:35:59.049052,My Schedule,click
62015,1202,1902,2026-05-25 09:12:28.462316,History Transaction,click
62016,1202,1688,2026-05-29 21:29:24.390557,History Transaction,click
62017,1202,1867,2026-05-17 17:53:24.750142,History Transaction,click
62018,1202,1881,2026-06-04 00:54:43.897440,History Transaction,click
62019,1202,8534,2026-05-15 08:34:33.870092,History Transaction,click
62020,1202,2678,2026-05-24 14:39:19.903812,History Transaction,click
62021,1202,9482,2026-05-21 06:07:33.926738,History Transaction,click
62022,1202,7371,2026-05-12 20:45:19.520525,History Transaction,click
62023,1202,7371,2026-05-31 01:41:25.530160,History Transaction,click
62024,1202,7505,2026-06-02 07:45:08.886214,History Transaction,click
62025,1202,6676,2026-06-02 08:46:42.392790,History Transaction,click
62026,1202,5393,2026-05-30 13:51:21.652427,History Transaction,click
62027,1202,5893,2026-05-11 05:50:24.354074,Voucher,click
62028,1202,1585,2026-06-02 05:53:16.256106,Voucher,click
62029,1202,3659,2026-05-31 02:45:54.352321,Voucher,click
62030,1202,7092,2026-05-17 04:26:29.331991,Voucher,click
62031,1202,2821,2026-05-09 07:09:19.553125,Voucher,click
62032,1202,9210,2026-05-29 14:34:55.808658,Voucher,click
62033,1202,4094,2026-05-08 16:09:47.688646,Voucher,click
62034,1202,4253,2026-06-01 17:45:14.000455,Voucher,click
62035,1202,9811,2026-05-29 22:25:39.122020,Voucher,click
62036,1202,4021,2026-06-03 22:40:18.428970,Voucher,click
62037,1202,4440,2026-05-09 09:46:57.103376,Voucher,click
62038,1202,9152,2026-06-04 11:49:09.515036,Voucher,click
62039,1202,2767,2026-05-26 10:30:40.178419,Voucher,click
62040,1202,9366,2026-05-20 12:34:44.425319,Voucher,click
62041,1202,4494,2026-05-20 10:27:39.655688,Voucher,click
62042,1202,5471,2026-05-08 05:43:16.872525,Voucher,click
62043,1202,9198,2026-05-12 04:28:59.686160,Voucher,click
62044,1202,2807,2026-05-15 18:10:25.726887,Voucher,click
62045,1202,8124,2026-05-31 08:02:57.526457,Voucher,click
62046,1202,5685,2026-06-02 08:58:22.747584,Voucher,click
62047,1202,9490,2026-05-18 19:01:34.326717,Voucher,click
62048,1202,3686,2026-05-22 19:20:14.253396,Voucher,click
62049,1202,4765,2026-05-19 06:03:07.629284,Voucher,click
62050,1202,5804,2026-05-15 23:30:00.146505,Voucher,click
